user_id,age,nationality,Occupation,favorite_type
859,40,UK,Software Developer,Museum
860,54,Japan,Engineer,Nature
861,58,Canada,Chef,Museum
862,64,Japan,Nurse,Nature
863,69,Italy,Student,Desert
864,67,Germany,Scientist,Beach
865,46,Italy,Designer,Museum
866,60,Brazil,Writer,Museum
867,70,Brazil,Lawyer,Market
868,51,France,Scientist,Beach
869,45,Germany,Businessman,Monument
870,44,UK,Writer,Market
871,31,KSA,Software Developer,Museum
872,64,Australia,Writer,Market
873,29,Canada,Businessman,Nature
874,43,China,Teacher,Historic
875,42,China,Artist,Religious
876,47,Italy,Doctor,Museum
877,36,Australia,Chef,Beach
878,25,KSA,Software Developer,Historic
879,33,Brazil,Engineer,Beach
880,63,Italy,Scientist,Religious
881,44,Spain,Artist,Market
882,19,Brazil,Nurse,Beach
883,42,Canada,Scientist,Desert
884,54,Russia,Designer,Market
885,23,Russia,Businessman,Market
886,26,Australia,Musician,Nature
887,51,Russia,Lawyer,Museum
888,31,Brazil,Teacher,Museum
889,48,Italy,Designer,Religious
890,65,Germany,Writer,Museum
891,29,Italy,Engineer,Historic
892,57,KSA,Software Developer,Nature
893,61,USA,Nurse,Museum
894,59,Germany,Lawyer,Beach
895,38,Russia,Nurse,Nature
896,58,Brazil,Accountant,Market
897,59,Canada,Musician,Monument
898,20,Australia,Lawyer,Historic
899,64,KSA,Doctor,Historic
900,67,USA,Doctor,Nature
901,40,Germany,Writer,Beach
902,48,USA,Accountant,Desert
903,68,France,Accountant,Market
904,25,Germany,Scientist,Nature
905,58,Italy,Lawyer,Museum
906,35,Canada,Lawyer,Desert
907,70,Russia,Engineer,Monument
908,51,KSA,Nurse,Nature
909,61,USA,Student,Monument
910,50,UK,Software Developer,Monument
911,39,China,Scientist,Beach
912,46,USA,Pilot,Desert
913,67,KSA,Doctor,Beach
914,35,USA,Artist,Nature
915,41,UK,Writer,Nature
916,26,UK,Nurse,Museum
917,30,Italy,Teacher,Museum
918,21,UK,Pilot,Religious
919,44,France,Designer,Desert
920,39,China,Teacher,Market
921,57,Canada,Writer,Nature
922,24,USA,Chef,Monument
923,60,Canada,Nurse,Monument
924,29,USA,Doctor,Monument
925,53,Russia,Engineer,Religious
926,19,Germany,Designer,Market
927,46,France,Designer,Monument
928,54,France,Student,Religious
929,47,Australia,Musician,Desert
930,20,Spain,Pilot,Market
931,44,Russia,Musician,Monument
932,26,Russia,Nurse,Religious
933,29,Japan,Engineer,Market
934,41,France,Designer,Desert
935,19,Russia,Lawyer,Desert
936,31,USA,Nurse,Monument
937,41,Canada,Scientist,Market
938,67,UK,Musician,Museum
939,18,Italy,Accountant,Historic
940,47,Germany,Chef,Religious
941,50,Italy,Engineer,Beach
942,23,KSA,Designer,Nature
943,61,Australia,Pilot,Desert
944,67,China,Scientist,Market
945,45,France,Scientist,Nature
946,57,China,Engineer,Beach
947,33,UK,Nurse,Beach
948,70,Australia,Businessman,Religious
949,56,Australia,Engineer,Market
950,56,USA,Accountant,Historic
951,43,Italy,Musician,Nature
952,30,Russia,Engineer,Market
953,47,France,Software Developer,Museum
954,68,Brazil,Writer,Desert
955,64,Canada,Designer,Beach
956,51,Japan,Engineer,Beach
957,46,KSA,Designer,Market
958,18,Brazil,Engineer,Desert
959,44,Japan,Pilot,Historic
960,41,Germany,Lawyer,Nature
961,23,KSA,Artist,Museum
962,42,Brazil,Teacher,Nature
963,58,Canada,Software Developer,Religious
964,43,Italy,Engineer,Monument
965,52,Brazil,Artist,Museum
966,23,Brazil,Engineer,Monument
967,27,KSA,Teacher,Monument
968,38,Russia,Accountant,Historic
969,20,Japan,Artist,Monument
970,24,Italy,Chef,Beach
971,50,Japan,Software Developer,Religious
972,28,Spain,Pilot,Historic
973,51,Canada,Software Developer,Beach
974,65,Russia,Nurse,Beach
975,31,Brazil,Writer,Religious
976,27,Germany,Scientist,Beach
977,58,Germany,Nurse,Religious
978,61,Italy,Nurse,Museum
979,44,France,Doctor,Desert
980,20,Australia,Lawyer,Museum
981,25,Japan,Doctor,Market
982,49,Brazil,Nurse,Beach
983,30,UK,Designer,Market
984,40,France,Designer,Monument
985,21,Germany,Chef,Museum
986,28,UK,Designer,Monument
987,67,UK,Businessman,Desert
988,51,USA,Lawyer,Nature
989,65,Canada,Scientist,Historic
990,36,Canada,Engineer,Museum
991,40,France,Businessman,Market
992,69,Italy,Musician,Desert
993,38,Spain,Musician,Historic
994,28,Germany,Artist,Monument
995,41,USA,Engineer,Monument
996,24,China,Artist,Market
997,24,Canada,Accountant,Historic
998,63,Brazil,Lawyer,Nature
999,34,Russia,Student,Nature
1000,37,France,Musician,Monument
