user_id,age,nationality,Occupation,favorite_type,rating,place_id,place_name,place_type,city,Climate,Operating_Hours
91,49,Australia,Chef,Beach,4,20,El Gouna,Beach,Hurghada,Windy,10:00-20:00
91,49,Australia,Chef,Beach,3,9,El Alamein Military Museum,Museum,El Alamein,Hot,6:00-22:00
91,49,Australia,Chef,Beach,3,17,Fayoum Waterwheels,Nature,Fayoum,Hot,24 Hours
91,49,Australia,Chef,Beach,2,10,Valley of the Kings,Historic,Luxor,Rainy,10:00-20:00
92,51,Brazil,Software Developer,Desert,3,11,Coptic Cairo,Religious,Cairo,Windy,24 Hours
92,51,Brazil,Software Developer,Desert,3,17,Fayoum Waterwheels,Nature,Fayoum,Hot,24 Hours
92,51,Brazil,Software Developer,Desert,3,6,Karnak Temple,Monument,Luxor,Sunny,7:00-15:00
92,51,Brazil,Software Developer,Desert,3,16,Montaza Palace,Historic,Alexandria,Windy,7:00-15:00
92,51,Brazil,Software Developer,Desert,3,13,Khan El Khalili,Market,Cairo,Hot,8:00-17:00
92,51,Brazil,Software Developer,Desert,3,1,Giza Pyramids,Monument,Giza,Mild,24 Hours
92,51,Brazil,Software Developer,Desert,5,7,Siwa Oasis,Desert,Siwa,Hot,7:00-15:00
92,51,Brazil,Software Developer,Desert,3,9,El Alamein Military Museum,Museum,El Alamein,Hot,6:00-22:00
92,51,Brazil,Software Developer,Desert,3,12,Al-Azhar Park,Nature,Cairo,Sunny,10:00-20:00
92,51,Brazil,Software Developer,Desert,3,19,Hurghada Marina,Beach,Hurghada,Rainy,24 Hours
93,23,Spain,Musician,Market,3,6,Karnak Temple,Monument,Luxor,Sunny,7:00-15:00
93,23,Spain,Musician,Market,2,5,Dahab,Beach,South Sinai,Cool,9:00-18:00
93,23,Spain,Musician,Market,3,15,Alexandria Library,Museum,Alexandria,Hot,7:00-15:00
93,23,Spain,Musician,Market,3,2,Egyptian Museum,Museum,Cairo,Sunny,10:00-20:00
93,23,Spain,Musician,Market,2,12,Al-Azhar Park,Nature,Cairo,Sunny,10:00-20:00
93,23,Spain,Musician,Market,3,10,Valley of the Kings,Historic,Luxor,Rainy,10:00-20:00
93,23,Spain,Musician,Market,3,20,El Gouna,Beach,Hurghada,Windy,10:00-20:00
93,23,Spain,Musician,Market,5,13,Khan El Khalili,Market,Cairo,Hot,8:00-17:00
93,23,Spain,Musician,Market,4,3,Ras Mohamed National Park,Nature,Sharm El Sheikh,Sunny,7:00-15:00
93,23,Spain,Musician,Market,3,18,Wadi El Rayan,Nature,Fayoum,Windy,7:00-15:00
94,34,France,Student,Museum,3,5,Dahab,Beach,South Sinai,Cool,9:00-18:00
94,34,France,Student,Museum,3,6,Karnak Temple,Monument,Luxor,Sunny,7:00-15:00
94,34,France,Student,Museum,3,17,Fayoum Waterwheels,Nature,Fayoum,Hot,24 Hours
94,34,France,Student,Museum,3,10,Valley of the Kings,Historic,Luxor,Rainy,10:00-20:00
94,34,France,Student,Museum,3,8,Aswan Philae Temple,Historic,Aswan,Cool,24 Hours
94,34,France,Student,Museum,5,9,El Alamein Military Museum,Museum,El Alamein,Hot,6:00-22:00
94,34,France,Student,Museum,3,12,Al-Azhar Park,Nature,Cairo,Sunny,10:00-20:00
94,34,France,Student,Museum,3,7,Siwa Oasis,Desert,Siwa,Hot,7:00-15:00
94,34,France,Student,Museum,3,16,Montaza Palace,Historic,Alexandria,Windy,7:00-15:00
94,34,France,Student,Museum,3,14,Abu Simbel Temples,Monument,Aswan,Hot,6:00-22:00
95,39,UK,Lawyer,Historic,3,17,Fayoum Waterwheels,Nature,Fayoum,Hot,24 Hours
95,39,UK,Lawyer,Historic,3,6,Karnak Temple,Monument,Luxor,Sunny,7:00-15:00
95,39,UK,Lawyer,Historic,3,15,Alexandria Library,Museum,Alexandria,Hot,7:00-15:00
95,39,UK,Lawyer,Historic,3,18,Wadi El Rayan,Nature,Fayoum,Windy,7:00-15:00
95,39,UK,Lawyer,Historic,3,20,El Gouna,Beach,Hurghada,Windy,10:00-20:00
95,39,UK,Lawyer,Historic,3,19,Hurghada Marina,Beach,Hurghada,Rainy,24 Hours
95,39,UK,Lawyer,Historic,3,14,Abu Simbel Temples,Monument,Aswan,Hot,6:00-22:00
95,39,UK,Lawyer,Historic,2,4,Saint Catherine's Monastery,Religious,South Sinai,Rainy,7:00-15:00
95,39,UK,Lawyer,Historic,3,1,Giza Pyramids,Monument,Giza,Mild,24 Hours
95,39,UK,Lawyer,Historic,4,2,Egyptian Museum,Museum,Cairo,Sunny,10:00-20:00
96,46,Spain,Pilot,Historic,4,12,Al-Azhar Park,Nature,Cairo,Sunny,10:00-20:00
96,46,Spain,Pilot,Historic,3,6,Karnak Temple,Monument,Luxor,Sunny,7:00-15:00
96,46,Spain,Pilot,Historic,3,9,El Alamein Military Museum,Museum,El Alamein,Hot,6:00-22:00
96,46,Spain,Pilot,Historic,3,19,Hurghada Marina,Beach,Hurghada,Rainy,24 Hours
96,46,Spain,Pilot,Historic,3,1,Giza Pyramids,Monument,Giza,Mild,24 Hours
96,46,Spain,Pilot,Historic,3,18,Wadi El Rayan,Nature,Fayoum,Windy,7:00-15:00
96,46,Spain,Pilot,Historic,5,16,Montaza Palace,Historic,Alexandria,Windy,7:00-15:00
96,46,Spain,Pilot,Historic,3,13,Khan El Khalili,Market,Cairo,Hot,8:00-17:00
96,46,Spain,Pilot,Historic,3,11,Coptic Cairo,Religious,Cairo,Windy,24 Hours
96,46,Spain,Pilot,Historic,3,2,Egyptian Museum,Museum,Cairo,Sunny,10:00-20:00
97,39,Brazil,Scientist,Nature,3,13,Khan El Khalili,Market,Cairo,Hot,8:00-17:00
97,39,Brazil,Scientist,Nature,5,18,Wadi El Rayan,Nature,Fayoum,Windy,7:00-15:00
97,39,Brazil,Scientist,Nature,4,14,Abu Simbel Temples,Monument,Aswan,Hot,6:00-22:00
97,39,Brazil,Scientist,Nature,3,16,Montaza Palace,Historic,Alexandria,Windy,7:00-15:00
97,39,Brazil,Scientist,Nature,3,5,Dahab,Beach,South Sinai,Cool,9:00-18:00
97,39,Brazil,Scientist,Nature,3,6,Karnak Temple,Monument,Luxor,Sunny,7:00-15:00
97,39,Brazil,Scientist,Nature,5,3,Ras Mohamed National Park,Nature,Sharm El Sheikh,Sunny,7:00-15:00
97,39,Brazil,Scientist,Nature,3,15,Alexandria Library,Museum,Alexandria,Hot,7:00-15:00
97,39,Brazil,Scientist,Nature,3,19,Hurghada Marina,Beach,Hurghada,Rainy,24 Hours
97,39,Brazil,Scientist,Nature,4,10,Valley of the Kings,Historic,Luxor,Rainy,10:00-20:00
98,53,China,Lawyer,Beach,3,1,Giza Pyramids,Monument,Giza,Mild,24 Hours
98,53,China,Lawyer,Beach,3,13,Khan El Khalili,Market,Cairo,Hot,8:00-17:00
98,53,China,Lawyer,Beach,3,16,Montaza Palace,Historic,Alexandria,Windy,7:00-15:00
98,53,China,Lawyer,Beach,3,15,Alexandria Library,Museum,Alexandria,Hot,7:00-15:00
98,53,China,Lawyer,Beach,3,10,Valley of the Kings,Historic,Luxor,Rainy,10:00-20:00
98,53,China,Lawyer,Beach,3,12,Al-Azhar Park,Nature,Cairo,Sunny,10:00-20:00
98,53,China,Lawyer,Beach,3,17,Fayoum Waterwheels,Nature,Fayoum,Hot,24 Hours
98,53,China,Lawyer,Beach,5,5,Dahab,Beach,South Sinai,Cool,9:00-18:00
98,53,China,Lawyer,Beach,3,11,Coptic Cairo,Religious,Cairo,Windy,24 Hours
98,53,China,Lawyer,Beach,4,18,Wadi El Rayan,Nature,Fayoum,Windy,7:00-15:00
99,49,KSA,Student,Market,3,18,Wadi El Rayan,Nature,Fayoum,Windy,7:00-15:00
99,49,KSA,Student,Market,3,19,Hurghada Marina,Beach,Hurghada,Rainy,24 Hours
99,49,KSA,Student,Market,3,15,Alexandria Library,Museum,Alexandria,Hot,7:00-15:00
99,49,KSA,Student,Market,3,11,Coptic Cairo,Religious,Cairo,Windy,24 Hours
99,49,KSA,Student,Market,3,16,Montaza Palace,Historic,Alexandria,Windy,7:00-15:00
99,49,KSA,Student,Market,3,12,Al-Azhar Park,Nature,Cairo,Sunny,10:00-20:00
99,49,KSA,Student,Market,3,7,Siwa Oasis,Desert,Siwa,Hot,7:00-15:00
99,49,KSA,Student,Market,3,9,El Alamein Military Museum,Museum,El Alamein,Hot,6:00-22:00
99,49,KSA,Student,Market,4,4,Saint Catherine's Monastery,Religious,South Sinai,Rainy,7:00-15:00
99,49,KSA,Student,Market,3,3,Ras Mohamed National Park,Nature,Sharm El Sheikh,Sunny,7:00-15:00
100,41,Australia,Musician,Historic,5,10,Valley of the Kings,Historic,Luxor,Rainy,10:00-20:00
100,41,Australia,Musician,Historic,5,8,Aswan Philae Temple,Historic,Aswan,Cool,24 Hours
100,41,Australia,Musician,Historic,3,11,Coptic Cairo,Religious,Cairo,Windy,24 Hours
100,41,Australia,Musician,Historic,3,13,Khan El Khalili,Market,Cairo,Hot,8:00-17:00
100,41,Australia,Musician,Historic,3,17,Fayoum Waterwheels,Nature,Fayoum,Hot,24 Hours
100,41,Australia,Musician,Historic,3,18,Wadi El Rayan,Nature,Fayoum,Windy,7:00-15:00
100,41,Australia,Musician,Historic,5,16,Montaza Palace,Historic,Alexandria,Windy,7:00-15:00
100,41,Australia,Musician,Historic,3,3,Ras Mohamed National Park,Nature,Sharm El Sheikh,Sunny,7:00-15:00
100,41,Australia,Musician,Historic,3,1,Giza Pyramids,Monument,Giza,Mild,24 Hours
100,41,Australia,Musician,Historic,3,7,Siwa Oasis,Desert,Siwa,Hot,7:00-15:00
101,36,UK,Engineer,Historic,3,12,Al-Azhar Park,Nature,Cairo,Sunny,10:00-20:00
101,36,UK,Engineer,Historic,3,3,Ras Mohamed National Park,Nature,Sharm El Sheikh,Sunny,7:00-15:00
101,36,UK,Engineer,Historic,3,14,Abu Simbel Temples,Monument,Aswan,Hot,6:00-22:00
101,36,UK,Engineer,Historic,3,5,Dahab,Beach,South Sinai,Cool,9:00-18:00
101,36,UK,Engineer,Historic,3,4,Saint Catherine's Monastery,Religious,South Sinai,Rainy,7:00-15:00
101,36,UK,Engineer,Historic,4,9,El Alamein Military Museum,Museum,El Alamein,Hot,6:00-22:00
101,36,UK,Engineer,Historic,4,13,Khan El Khalili,Market,Cairo,Hot,8:00-17:00
101,36,UK,Engineer,Historic,3,20,El Gouna,Beach,Hurghada,Windy,10:00-20:00
101,36,UK,Engineer,Historic,3,19,Hurghada Marina,Beach,Hurghada,Rainy,24 Hours
101,36,UK,Engineer,Historic,4,6,Karnak Temple,Monument,Luxor,Sunny,7:00-15:00
102,28,France,Designer,Nature,3,19,Hurghada Marina,Beach,Hurghada,Rainy,24 Hours
102,28,France,Designer,Nature,5,17,Fayoum Waterwheels,Nature,Fayoum,Hot,24 Hours
102,28,France,Designer,Nature,3,5,Dahab,Beach,South Sinai,Cool,9:00-18:00
102,28,France,Designer,Nature,3,14,Abu Simbel Temples,Monument,Aswan,Hot,6:00-22:00
102,28,France,Designer,Nature,5,18,Wadi El Rayan,Nature,Fayoum,Windy,7:00-15:00
102,28,France,Designer,Nature,3,20,El Gouna,Beach,Hurghada,Windy,10:00-20:00
102,28,France,Designer,Nature,3,6,Karnak Temple,Monument,Luxor,Sunny,7:00-15:00
102,28,France,Designer,Nature,3,10,Valley of the Kings,Historic,Luxor,Rainy,10:00-20:00
102,28,France,Designer,Nature,5,12,Al-Azhar Park,Nature,Cairo,Sunny,10:00-20:00
102,28,France,Designer,Nature,3,11,Coptic Cairo,Religious,Cairo,Windy,24 Hours
103,54,France,Businessman,Religious,3,5,Dahab,Beach,South Sinai,Cool,9:00-18:00
103,54,France,Businessman,Religious,3,9,El Alamein Military Museum,Museum,El Alamein,Hot,6:00-22:00
103,54,France,Businessman,Religious,3,12,Al-Azhar Park,Nature,Cairo,Sunny,10:00-20:00
103,54,France,Businessman,Religious,2,3,Ras Mohamed National Park,Nature,Sharm El Sheikh,Sunny,7:00-15:00
103,54,France,Businessman,Religious,3,13,Khan El Khalili,Market,Cairo,Hot,8:00-17:00
103,54,France,Businessman,Religious,2,8,Aswan Philae Temple,Historic,Aswan,Cool,24 Hours
103,54,France,Businessman,Religious,3,1,Giza Pyramids,Monument,Giza,Mild,24 Hours
103,54,France,Businessman,Religious,3,19,Hurghada Marina,Beach,Hurghada,Rainy,24 Hours
103,54,France,Businessman,Religious,3,15,Alexandria Library,Museum,Alexandria,Hot,7:00-15:00
103,54,France,Businessman,Religious,5,4,Saint Catherine's Monastery,Religious,South Sinai,Rainy,7:00-15:00
104,67,UK,Student,Historic,4,4,Saint Catherine's Monastery,Religious,South Sinai,Rainy,7:00-15:00
104,67,UK,Student,Historic,3,15,Alexandria Library,Museum,Alexandria,Hot,7:00-15:00
104,67,UK,Student,Historic,3,17,Fayoum Waterwheels,Nature,Fayoum,Hot,24 Hours
104,67,UK,Student,Historic,5,16,Montaza Palace,Historic,Alexandria,Windy,7:00-15:00
104,67,UK,Student,Historic,3,9,El Alamein Military Museum,Museum,El Alamein,Hot,6:00-22:00
104,67,UK,Student,Historic,3,3,Ras Mohamed National Park,Nature,Sharm El Sheikh,Sunny,7:00-15:00
104,67,UK,Student,Historic,3,7,Siwa Oasis,Desert,Siwa,Hot,7:00-15:00
104,67,UK,Student,Historic,3,6,Karnak Temple,Monument,Luxor,Sunny,7:00-15:00
104,67,UK,Student,Historic,3,11,Coptic Cairo,Religious,Cairo,Windy,24 Hours
104,67,UK,Student,Historic,3,13,Khan El Khalili,Market,Cairo,Hot,8:00-17:00
105,68,Australia,Nurse,Desert,3,2,Egyptian Museum,Museum,Cairo,Sunny,10:00-20:00
105,68,Australia,Nurse,Desert,3,6,Karnak Temple,Monument,Luxor,Sunny,7:00-15:00
105,68,Australia,Nurse,Desert,3,17,Fayoum Waterwheels,Nature,Fayoum,Hot,24 Hours
105,68,Australia,Nurse,Desert,3,1,Giza Pyramids,Monument,Giza,Mild,24 Hours
105,68,Australia,Nurse,Desert,3,20,El Gouna,Beach,Hurghada,Windy,10:00-20:00
105,68,Australia,Nurse,Desert,5,7,Siwa Oasis,Desert,Siwa,Hot,7:00-15:00
105,68,Australia,Nurse,Desert,3,14,Abu Simbel Temples,Monument,Aswan,Hot,6:00-22:00
105,68,Australia,Nurse,Desert,3,13,Khan El Khalili,Market,Cairo,Hot,8:00-17:00
105,68,Australia,Nurse,Desert,3,5,Dahab,Beach,South Sinai,Cool,9:00-18:00
105,68,Australia,Nurse,Desert,3,15,Alexandria Library,Museum,Alexandria,Hot,7:00-15:00
106,41,Australia,Businessman,Monument,3,4,Saint Catherine's Monastery,Religious,South Sinai,Rainy,7:00-15:00
106,41,Australia,Businessman,Monument,3,8,Aswan Philae Temple,Historic,Aswan,Cool,24 Hours
106,41,Australia,Businessman,Monument,2,20,El Gouna,Beach,Hurghada,Windy,10:00-20:00
106,41,Australia,Businessman,Monument,4,14,Abu Simbel Temples,Monument,Aswan,Hot,6:00-22:00
106,41,Australia,Businessman,Monument,3,5,Dahab,Beach,South Sinai,Cool,9:00-18:00
106,41,Australia,Businessman,Monument,4,13,Khan El Khalili,Market,Cairo,Hot,8:00-17:00
106,41,Australia,Businessman,Monument,5,1,Giza Pyramids,Monument,Giza,Mild,24 Hours
106,41,Australia,Businessman,Monument,5,6,Karnak Temple,Monument,Luxor,Sunny,7:00-15:00
106,41,Australia,Businessman,Monument,3,3,Ras Mohamed National Park,Nature,Sharm El Sheikh,Sunny,7:00-15:00
106,41,Australia,Businessman,Monument,3,12,Al-Azhar Park,Nature,Cairo,Sunny,10:00-20:00
107,52,KSA,Accountant,Historic,5,8,Aswan Philae Temple,Historic,Aswan,Cool,24 Hours
107,52,KSA,Accountant,Historic,3,17,Fayoum Waterwheels,Nature,Fayoum,Hot,24 Hours
107,52,KSA,Accountant,Historic,3,13,Khan El Khalili,Market,Cairo,Hot,8:00-17:00
107,52,KSA,Accountant,Historic,5,16,Montaza Palace,Historic,Alexandria,Windy,7:00-15:00
107,52,KSA,Accountant,Historic,3,11,Coptic Cairo,Religious,Cairo,Windy,24 Hours
107,52,KSA,Accountant,Historic,3,20,El Gouna,Beach,Hurghada,Windy,10:00-20:00
107,52,KSA,Accountant,Historic,3,2,Egyptian Museum,Museum,Cairo,Sunny,10:00-20:00
107,52,KSA,Accountant,Historic,3,14,Abu Simbel Temples,Monument,Aswan,Hot,6:00-22:00
107,52,KSA,Accountant,Historic,2,4,Saint Catherine's Monastery,Religious,South Sinai,Rainy,7:00-15:00
107,52,KSA,Accountant,Historic,5,10,Valley of the Kings,Historic,Luxor,Rainy,10:00-20:00
108,33,UK,Software Developer,Beach,5,20,El Gouna,Beach,Hurghada,Windy,10:00-20:00
108,33,UK,Software Developer,Beach,3,2,Egyptian Museum,Museum,Cairo,Sunny,10:00-20:00
108,33,UK,Software Developer,Beach,3,14,Abu Simbel Temples,Monument,Aswan,Hot,6:00-22:00
108,33,UK,Software Developer,Beach,3,10,Valley of the Kings,Historic,Luxor,Rainy,10:00-20:00
108,33,UK,Software Developer,Beach,4,13,Khan El Khalili,Market,Cairo,Hot,8:00-17:00
108,33,UK,Software Developer,Beach,3,11,Coptic Cairo,Religious,Cairo,Windy,24 Hours
108,33,UK,Software Developer,Beach,4,1,Giza Pyramids,Monument,Giza,Mild,24 Hours
108,33,UK,Software Developer,Beach,3,15,Alexandria Library,Museum,Alexandria,Hot,7:00-15:00
108,33,UK,Software Developer,Beach,3,17,Fayoum Waterwheels,Nature,Fayoum,Hot,24 Hours
108,33,UK,Software Developer,Beach,3,18,Wadi El Rayan,Nature,Fayoum,Windy,7:00-15:00
109,29,Russia,Designer,Desert,3,10,Valley of the Kings,Historic,Luxor,Rainy,10:00-20:00
109,29,Russia,Designer,Desert,3,19,Hurghada Marina,Beach,Hurghada,Rainy,24 Hours
109,29,Russia,Designer,Desert,3,6,Karnak Temple,Monument,Luxor,Sunny,7:00-15:00
109,29,Russia,Designer,Desert,3,11,Coptic Cairo,Religious,Cairo,Windy,24 Hours
109,29,Russia,Designer,Desert,2,13,Khan El Khalili,Market,Cairo,Hot,8:00-17:00
109,29,Russia,Designer,Desert,4,16,Montaza Palace,Historic,Alexandria,Windy,7:00-15:00
109,29,Russia,Designer,Desert,3,17,Fayoum Waterwheels,Nature,Fayoum,Hot,24 Hours
109,29,Russia,Designer,Desert,3,12,Al-Azhar Park,Nature,Cairo,Sunny,10:00-20:00
109,29,Russia,Designer,Desert,5,7,Siwa Oasis,Desert,Siwa,Hot,7:00-15:00
109,29,Russia,Designer,Desert,3,14,Abu Simbel Temples,Monument,Aswan,Hot,6:00-22:00
110,37,Canada,Artist,Beach,3,4,Saint Catherine's Monastery,Religious,South Sinai,Rainy,7:00-15:00
110,37,Canada,Artist,Beach,3,17,Fayoum Waterwheels,Nature,Fayoum,Hot,24 Hours
110,37,Canada,Artist,Beach,5,5,Dahab,Beach,South Sinai,Cool,9:00-18:00
110,37,Canada,Artist,Beach,3,15,Alexandria Library,Museum,Alexandria,Hot,7:00-15:00
110,37,Canada,Artist,Beach,3,2,Egyptian Museum,Museum,Cairo,Sunny,10:00-20:00
110,37,Canada,Artist,Beach,3,8,Aswan Philae Temple,Historic,Aswan,Cool,24 Hours
110,37,Canada,Artist,Beach,4,19,Hurghada Marina,Beach,Hurghada,Rainy,24 Hours
110,37,Canada,Artist,Beach,3,12,Al-Azhar Park,Nature,Cairo,Sunny,10:00-20:00
110,37,Canada,Artist,Beach,2,10,Valley of the Kings,Historic,Luxor,Rainy,10:00-20:00
110,37,Canada,Artist,Beach,3,6,Karnak Temple,Monument,Luxor,Sunny,7:00-15:00
111,50,Russia,Lawyer,Monument,3,4,Saint Catherine's Monastery,Religious,South Sinai,Rainy,7:00-15:00
111,50,Russia,Lawyer,Monument,2,20,El Gouna,Beach,Hurghada,Windy,10:00-20:00
111,50,Russia,Lawyer,Monument,3,11,Coptic Cairo,Religious,Cairo,Windy,24 Hours
111,50,Russia,Lawyer,Monument,3,15,Alexandria Library,Museum,Alexandria,Hot,7:00-15:00
111,50,Russia,Lawyer,Monument,3,3,Ras Mohamed National Park,Nature,Sharm El Sheikh,Sunny,7:00-15:00
111,50,Russia,Lawyer,Monument,3,10,Valley of the Kings,Historic,Luxor,Rainy,10:00-20:00
111,50,Russia,Lawyer,Monument,3,8,Aswan Philae Temple,Historic,Aswan,Cool,24 Hours
111,50,Russia,Lawyer,Monument,3,9,El Alamein Military Museum,Museum,El Alamein,Hot,6:00-22:00
111,50,Russia,Lawyer,Monument,5,6,Karnak Temple,Monument,Luxor,Sunny,7:00-15:00
111,50,Russia,Lawyer,Monument,3,17,Fayoum Waterwheels,Nature,Fayoum,Hot,24 Hours
112,32,Germany,Businessman,Nature,3,19,Hurghada Marina,Beach,Hurghada,Rainy,24 Hours
112,32,Germany,Businessman,Nature,4,14,Abu Simbel Temples,Monument,Aswan,Hot,6:00-22:00
112,32,Germany,Businessman,Nature,2,9,El Alamein Military Museum,Museum,El Alamein,Hot,6:00-22:00
112,32,Germany,Businessman,Nature,3,5,Dahab,Beach,South Sinai,Cool,9:00-18:00
112,32,Germany,Businessman,Nature,3,10,Valley of the Kings,Historic,Luxor,Rainy,10:00-20:00
112,32,Germany,Businessman,Nature,3,16,Montaza Palace,Historic,Alexandria,Windy,7:00-15:00
112,32,Germany,Businessman,Nature,3,13,Khan El Khalili,Market,Cairo,Hot,8:00-17:00
112,32,Germany,Businessman,Nature,3,4,Saint Catherine's Monastery,Religious,South Sinai,Rainy,7:00-15:00
112,32,Germany,Businessman,Nature,3,2,Egyptian Museum,Museum,Cairo,Sunny,10:00-20:00
112,32,Germany,Businessman,Nature,3,15,Alexandria Library,Museum,Alexandria,Hot,7:00-15:00
113,20,KSA,Accountant,Historic,2,12,Al-Azhar Park,Nature,Cairo,Sunny,10:00-20:00
113,20,KSA,Accountant,Historic,3,20,El Gouna,Beach,Hurghada,Windy,10:00-20:00
113,20,KSA,Accountant,Historic,3,17,Fayoum Waterwheels,Nature,Fayoum,Hot,24 Hours
113,20,KSA,Accountant,Historic,3,5,Dahab,Beach,South Sinai,Cool,9:00-18:00
113,20,KSA,Accountant,Historic,3,6,Karnak Temple,Monument,Luxor,Sunny,7:00-15:00
113,20,KSA,Accountant,Historic,3,13,Khan El Khalili,Market,Cairo,Hot,8:00-17:00
113,20,KSA,Accountant,Historic,3,4,Saint Catherine's Monastery,Religious,South Sinai,Rainy,7:00-15:00
113,20,KSA,Accountant,Historic,3,14,Abu Simbel Temples,Monument,Aswan,Hot,6:00-22:00
113,20,KSA,Accountant,Historic,3,1,Giza Pyramids,Monument,Giza,Mild,24 Hours
113,20,KSA,Accountant,Historic,5,16,Montaza Palace,Historic,Alexandria,Windy,7:00-15:00
114,68,Australia,Software Developer,Monument,3,10,Valley of the Kings,Historic,Luxor,Rainy,10:00-20:00
114,68,Australia,Software Developer,Monument,3,9,El Alamein Military Museum,Museum,El Alamein,Hot,6:00-22:00
114,68,Australia,Software Developer,Monument,3,20,El Gouna,Beach,Hurghada,Windy,10:00-20:00
114,68,Australia,Software Developer,Monument,2,7,Siwa Oasis,Desert,Siwa,Hot,7:00-15:00
114,68,Australia,Software Developer,Monument,3,5,Dahab,Beach,South Sinai,Cool,9:00-18:00
114,68,Australia,Software Developer,Monument,3,12,Al-Azhar Park,Nature,Cairo,Sunny,10:00-20:00
114,68,Australia,Software Developer,Monument,3,11,Coptic Cairo,Religious,Cairo,Windy,24 Hours
114,68,Australia,Software Developer,Monument,3,17,Fayoum Waterwheels,Nature,Fayoum,Hot,24 Hours
114,68,Australia,Software Developer,Monument,5,14,Abu Simbel Temples,Monument,Aswan,Hot,6:00-22:00
114,68,Australia,Software Developer,Monument,5,1,Giza Pyramids,Monument,Giza,Mild,24 Hours
115,39,UK,Writer,Religious,3,16,Montaza Palace,Historic,Alexandria,Windy,7:00-15:00
115,39,UK,Writer,Religious,3,19,Hurghada Marina,Beach,Hurghada,Rainy,24 Hours
115,39,UK,Writer,Religious,5,4,Saint Catherine's Monastery,Religious,South Sinai,Rainy,7:00-15:00
115,39,UK,Writer,Religious,3,6,Karnak Temple,Monument,Luxor,Sunny,7:00-15:00
115,39,UK,Writer,Religious,3,20,El Gouna,Beach,Hurghada,Windy,10:00-20:00
115,39,UK,Writer,Religious,3,17,Fayoum Waterwheels,Nature,Fayoum,Hot,24 Hours
115,39,UK,Writer,Religious,4,12,Al-Azhar Park,Nature,Cairo,Sunny,10:00-20:00
115,39,UK,Writer,Religious,5,11,Coptic Cairo,Religious,Cairo,Windy,24 Hours
115,39,UK,Writer,Religious,3,10,Valley of the Kings,Historic,Luxor,Rainy,10:00-20:00
115,39,UK,Writer,Religious,3,13,Khan El Khalili,Market,Cairo,Hot,8:00-17:00
116,57,Japan,Musician,Nature,3,20,El Gouna,Beach,Hurghada,Windy,10:00-20:00
116,57,Japan,Musician,Nature,3,9,El Alamein Military Museum,Museum,El Alamein,Hot,6:00-22:00
116,57,Japan,Musician,Nature,3,16,Montaza Palace,Historic,Alexandria,Windy,7:00-15:00
116,57,Japan,Musician,Nature,3,14,Abu Simbel Temples,Monument,Aswan,Hot,6:00-22:00
116,57,Japan,Musician,Nature,4,19,Hurghada Marina,Beach,Hurghada,Rainy,24 Hours
116,57,Japan,Musician,Nature,5,18,Wadi El Rayan,Nature,Fayoum,Windy,7:00-15:00
116,57,Japan,Musician,Nature,4,17,Fayoum Waterwheels,Nature,Fayoum,Hot,24 Hours
116,57,Japan,Musician,Nature,3,13,Khan El Khalili,Market,Cairo,Hot,8:00-17:00
116,57,Japan,Musician,Nature,3,2,Egyptian Museum,Museum,Cairo,Sunny,10:00-20:00
116,57,Japan,Musician,Nature,3,6,Karnak Temple,Monument,Luxor,Sunny,7:00-15:00
117,47,Italy,Pilot,Nature,4,5,Dahab,Beach,South Sinai,Cool,9:00-18:00
117,47,Italy,Pilot,Nature,5,3,Ras Mohamed National Park,Nature,Sharm El Sheikh,Sunny,7:00-15:00
117,47,Italy,Pilot,Nature,3,14,Abu Simbel Temples,Monument,Aswan,Hot,6:00-22:00
117,47,Italy,Pilot,Nature,3,13,Khan El Khalili,Market,Cairo,Hot,8:00-17:00
117,47,Italy,Pilot,Nature,2,1,Giza Pyramids,Monument,Giza,Mild,24 Hours
117,47,Italy,Pilot,Nature,3,8,Aswan Philae Temple,Historic,Aswan,Cool,24 Hours
117,47,Italy,Pilot,Nature,3,10,Valley of the Kings,Historic,Luxor,Rainy,10:00-20:00
117,47,Italy,Pilot,Nature,5,12,Al-Azhar Park,Nature,Cairo,Sunny,10:00-20:00
117,47,Italy,Pilot,Nature,3,19,Hurghada Marina,Beach,Hurghada,Rainy,24 Hours
117,47,Italy,Pilot,Nature,3,9,El Alamein Military Museum,Museum,El Alamein,Hot,6:00-22:00
118,23,Italy,Businessman,Monument,3,2,Egyptian Museum,Museum,Cairo,Sunny,10:00-20:00
118,23,Italy,Businessman,Monument,3,3,Ras Mohamed National Park,Nature,Sharm El Sheikh,Sunny,7:00-15:00
118,23,Italy,Businessman,Monument,3,19,Hurghada Marina,Beach,Hurghada,Rainy,24 Hours
118,23,Italy,Businessman,Monument,3,20,El Gouna,Beach,Hurghada,Windy,10:00-20:00
118,23,Italy,Businessman,Monument,3,10,Valley of the Kings,Historic,Luxor,Rainy,10:00-20:00
118,23,Italy,Businessman,Monument,5,6,Karnak Temple,Monument,Luxor,Sunny,7:00-15:00
118,23,Italy,Businessman,Monument,3,5,Dahab,Beach,South Sinai,Cool,9:00-18:00
118,23,Italy,Businessman,Monument,3,17,Fayoum Waterwheels,Nature,Fayoum,Hot,24 Hours
118,23,Italy,Businessman,Monument,4,9,El Alamein Military Museum,Museum,El Alamein,Hot,6:00-22:00
