user_id,age,nationality,Occupation,favorite_type,rating,place_id,place_name,place_type,city,Climate,Operating_Hours
307,62,Australia,Software Developer,Historic,3,47,Saint Catherine’s Monastery,Archaeological Site,South Sinai,Mild,24 Hours
307,62,Australia,Software Developer,Historic,3,31,Abu Mina,Archaeological Site,Alexandria,Humid,9:00-18:00
307,62,Australia,Software Developer,Historic,3,103,Aswan,Sunken Monuments,,Windy,7:00-15:00
307,62,Australia,Software Developer,Historic,4,57,Maq'ad of Mamay al-Sayfi,Monument,,Mild,8:00-17:00
307,62,Australia,Software Developer,Historic,3,25,Mary’s Tree,Archaeological Site,Cairo,Mild,10:00-20:00
307,62,Australia,Software Developer,Historic,2,75,Cairo International Airport Museum - Terminal 2,Museum,Cairo,Windy,24 Hours
307,62,Australia,Software Developer,Historic,3,53,Valley of the Kings,Archaeological Site,Luxor,Dry,10:00-20:00
307,62,Australia,Software Developer,Historic,3,21,Helwan Corner Museum,Museum,Cairo,Humid,09:00 AM - 05:00 PM
307,62,Australia,Software Developer,Historic,3,95,Temples of Wadi al Sebua,Archaeological Site,Aswan,Hot,10:00-20:00
307,62,Australia,Software Developer,Historic,3,35,Mosque of al-Fakahani,Monument,,Dry,9:00-18:00
308,55,China,Doctor,Nature,4,4,Saint Catherine's Monastery,Religious,South Sinai,Rainy,7:00-15:00
308,55,China,Doctor,Nature,3,36,Wikala of Nafisa al-Bayda,Monument,,Windy,10:00-20:00
308,55,China,Doctor,Nature,3,65,Qaitbay Fort site,Sunken Monuments,,Humid,8:00-17:00
308,55,China,Doctor,Nature,3,55,New Kingdom Cemetery in Gebel Al-Silsila,Monument,,Cool,24 Hours
308,55,China,Doctor,Nature,3,38,Muhammad Ali Palace in shubra,Monument,Cairo,Cool,24 Hours
308,55,China,Doctor,Nature,3,59,the National Museum of Suez,Museum,,Rainy,09:00 AM - 03:00 PM
308,55,China,Doctor,Nature,3,73,Ayn Shams City,Archaeological Site,Cairo,Sunny,6:00-22:00
308,55,China,Doctor,Nature,3,105,Mosque of Sulayman Pasha al-Khadim “Saraya al-Jabal mosque”,Monument,,Dry,8:00-17:00
308,55,China,Doctor,Nature,3,11,Coptic Cairo,Religious,Cairo,Windy,24 Hours
308,55,China,Doctor,Nature,3,72,Alexandria,Archaeological Site,Alexandria,Humid,7:00-15:00
309,18,UK,Pilot,Historic,4,54,Amada Temples,Archaeological Site,Aswan,Dry,7:00-15:00
309,18,UK,Pilot,Historic,2,63,Al-Bahnasa Tombs,Archaeological Site,Al-Minya,Mild,8:00-17:00
309,18,UK,Pilot,Historic,3,57,Maq'ad of Mamay al-Sayfi,Monument,,Mild,8:00-17:00
309,18,UK,Pilot,Historic,3,19,Hurghada Marina,Beach,Hurghada,Rainy,24 Hours
309,18,UK,Pilot,Historic,3,35,Mosque of al-Fakahani,Monument,,Dry,9:00-18:00
309,18,UK,Pilot,Historic,3,13,Khan El Khalili,Market,Cairo,Hot,8:00-17:00
309,18,UK,Pilot,Historic,3,25,Mary’s Tree,Archaeological Site,Cairo,Mild,10:00-20:00
309,18,UK,Pilot,Historic,3,104,Mosque of al-Zahir Baybars,Monument,Cairo,Rainy,6:00-22:00
309,18,UK,Pilot,Historic,3,49,Aswan,Archaeological Site,Aswan,Sunny,7:00-15:00
309,18,UK,Pilot,Historic,3,38,Muhammad Ali Palace in shubra,Monument,Cairo,Cool,24 Hours
310,50,Germany,Doctor,Museum,3,79,Al Kab,Archaeological Site,Aswan,Mild,8:00-17:00
310,50,Germany,Doctor,Museum,3,16,Montaza Palace,Historic,Alexandria,Windy,7:00-15:00
310,50,Germany,Doctor,Museum,3,92,The Temple of Medinet Habu,Monument,Luxor,Windy,10:00-20:00
310,50,Germany,Doctor,Museum,3,60,Citadel Prison,Monument,,Rainy,24 Hours
310,50,Germany,Doctor,Museum,3,85,Eastern Harbor,Sunken Monuments,,Dry,24 Hours
310,50,Germany,Doctor,Museum,3,27,Philae,Archaeological Site,Aswan,Sunny,9:00-18:00
310,50,Germany,Doctor,Museum,3,64,Mamoura Bay,Sunken Monuments,,Mild,24 Hours
310,50,Germany,Doctor,Museum,3,17,Fayoum Waterwheels,Nature,Fayoum,Hot,24 Hours
310,50,Germany,Doctor,Museum,3,58,Sabil of al-Amir Shaykhu,Monument,Cairo,Mild,8:00-17:00
310,50,Germany,Doctor,Museum,3,98,Gebel al-Silsila,Archaeological Site,Aswan,Hot,24 Hours
311,35,Australia,Designer,Museum,3,8,Aswan Philae Temple,Historic,Aswan,Cool,24 Hours
311,35,Australia,Designer,Museum,2,14,Abu Simbel Temples,Monument,Aswan,Hot,6:00-22:00
311,35,Australia,Designer,Museum,3,18,Wadi El Rayan,Nature,Fayoum,Windy,7:00-15:00
311,35,Australia,Designer,Museum,3,91,El Hawawish,Archaeological Site,Sohag,Mild,24 Hours
311,35,Australia,Designer,Museum,5,66,Crocodile Museum,Museum,Aswan,Mild,07:00 AM - 09:00 PM
311,35,Australia,Designer,Museum,5,61,Hurghada Museum,Museum,Red Sea,Dry,10:00 AM - 01:00 PM
311,35,Australia,Designer,Museum,3,19,Hurghada Marina,Beach,Hurghada,Rainy,24 Hours
311,35,Australia,Designer,Museum,5,44,Imhotep Museum,Museum,Giza,Humid,08:00 AM - 05:00 PM
311,35,Australia,Designer,Museum,5,37,National Military Museum,Museum,Cairo,Mild,08:00 AM - 04:00 PM
311,35,Australia,Designer,Museum,4,72,Alexandria,Archaeological Site,Alexandria,Humid,7:00-15:00
312,20,Japan,Pilot,Nature,3,64,Mamoura Bay,Sunken Monuments,,Mild,24 Hours
312,20,Japan,Pilot,Nature,3,81,Mosque and Sabil-Kuttab of Shaykh Ali al-Mutahhar,Monument,,Hot,6:00-22:00
312,20,Japan,Pilot,Nature,3,108,National Museum of Egyptian Civilization(NMEC),Museum,Cairo,Cool,09:00 AM - 05:00 PM
312,20,Japan,Pilot,Nature,3,20,El Gouna,Beach,Hurghada,Windy,10:00-20:00
312,20,Japan,Pilot,Nature,3,44,Imhotep Museum,Museum,Giza,Humid,08:00 AM - 05:00 PM
312,20,Japan,Pilot,Nature,3,71,Cairo Citadel,Archaeological Site,Cairo,Windy,6:00-22:00
312,20,Japan,Pilot,Nature,3,105,Mosque of Sulayman Pasha al-Khadim “Saraya al-Jabal mosque”,Monument,,Dry,8:00-17:00
312,20,Japan,Pilot,Nature,3,68,Tell Basta,Archaeological Site,Al-Sharkia,Dry,10:00-20:00
312,20,Japan,Pilot,Nature,3,74,Sharm al-Sheikh Museum,Museum,South Sinai,Sunny,10:00 AM - 01:00 PM
312,20,Japan,Pilot,Nature,3,52,Al-Saliba Street,Archaeological Site,Cairo,Sunny,7:00-15:00
313,26,Brazil,Musician,Monument,3,29,The Egyptian Museum,Museum,Cairo,Cool,09:00 AM - 05:00 PM
313,26,Brazil,Musician,Monument,3,15,Alexandria Library,Museum,Alexandria,Hot,7:00-15:00
313,26,Brazil,Musician,Monument,3,63,Al-Bahnasa Tombs,Archaeological Site,Al-Minya,Mild,8:00-17:00
313,26,Brazil,Musician,Monument,3,75,Cairo International Airport Museum - Terminal 2,Museum,Cairo,Windy,24 Hours
313,26,Brazil,Musician,Monument,3,56,Salah al-Din Square,Archaeological Site,Cairo,Windy,8:00-17:00
313,26,Brazil,Musician,Monument,3,21,Helwan Corner Museum,Museum,Cairo,Humid,09:00 AM - 05:00 PM
313,26,Brazil,Musician,Monument,4,44,Imhotep Museum,Museum,Giza,Humid,08:00 AM - 05:00 PM
313,26,Brazil,Musician,Monument,3,98,Gebel al-Silsila,Archaeological Site,Aswan,Hot,24 Hours
313,26,Brazil,Musician,Monument,4,89,Manial Palace Museum,Museum,Cairo,Sunny,09:00 AM - 05:00 PM
313,26,Brazil,Musician,Monument,2,18,Wadi El Rayan,Nature,Fayoum,Windy,7:00-15:00
314,41,KSA,Designer,Museum,5,108,National Museum of Egyptian Civilization(NMEC),Museum,Cairo,Cool,09:00 AM - 05:00 PM
314,41,KSA,Designer,Museum,3,28,Karnak,Archaeological Site,Luxor,Mild,24 Hours
314,41,KSA,Designer,Museum,5,75,Cairo International Airport Museum - Terminal 2,Museum,Cairo,Windy,24 Hours
314,41,KSA,Designer,Museum,5,59,the National Museum of Suez,Museum,,Rainy,09:00 AM - 03:00 PM
314,41,KSA,Designer,Museum,5,51,Kafr El-Sheikh Museum,Museum,Kafr El-Sheikh,Humid,09:00 AM - 05:00 PM
314,41,KSA,Designer,Museum,5,29,The Egyptian Museum,Museum,Cairo,Cool,09:00 AM - 05:00 PM
314,41,KSA,Designer,Museum,3,65,Qaitbay Fort site,Sunken Monuments,,Humid,8:00-17:00
314,41,KSA,Designer,Museum,3,62,Joseph's Well,Monument,,Cool,9:00-18:00
314,41,KSA,Designer,Museum,4,85,Eastern Harbor,Sunken Monuments,,Dry,24 Hours
314,41,KSA,Designer,Museum,3,77,The Walls of Cairo,Monument,,Windy,7:00-15:00
315,62,China,Artist,Desert,3,85,Eastern Harbor,Sunken Monuments,,Dry,24 Hours
315,62,China,Artist,Desert,3,42,Al-Saliba Street,Archaeological Site,Cairo,Dry,24 Hours
315,62,China,Artist,Desert,3,70,Saqqara,Archaeological Site,Giza,Humid,7:00-15:00
315,62,China,Artist,Desert,3,33,National Police Museum,Museum,Cairo,Dry,08:00 AM - 05:00 PM
315,62,China,Artist,Desert,2,19,Hurghada Marina,Beach,Hurghada,Rainy,24 Hours
315,62,China,Artist,Desert,3,81,Mosque and Sabil-Kuttab of Shaykh Ali al-Mutahhar,Monument,,Hot,6:00-22:00
315,62,China,Artist,Desert,3,18,Wadi El Rayan,Nature,Fayoum,Windy,7:00-15:00
315,62,China,Artist,Desert,3,92,The Temple of Medinet Habu,Monument,Luxor,Windy,10:00-20:00
315,62,China,Artist,Desert,3,5,Dahab,Beach,South Sinai,Cool,9:00-18:00
315,62,China,Artist,Desert,3,106,Elephantine,Archaeological Site,Aswan,Sunny,8:00-17:00
316,41,Italy,Lawyer,Historic,3,76,Saadana Island,Sunken Monuments,,Windy,6:00-22:00
316,41,Italy,Lawyer,Historic,3,43,Heliopolis,Archaeological Site,Cairo,Windy,8:00-17:00
316,41,Italy,Lawyer,Historic,4,40,khonsu temple,Monument,,Mild,8:00-17:00
316,41,Italy,Lawyer,Historic,3,18,Wadi El Rayan,Nature,Fayoum,Windy,7:00-15:00
316,41,Italy,Lawyer,Historic,3,75,Cairo International Airport Museum - Terminal 2,Museum,Cairo,Windy,24 Hours
316,41,Italy,Lawyer,Historic,3,92,The Temple of Medinet Habu,Monument,Luxor,Windy,10:00-20:00
316,41,Italy,Lawyer,Historic,3,58,Sabil of al-Amir Shaykhu,Monument,Cairo,Mild,8:00-17:00
316,41,Italy,Lawyer,Historic,3,6,Karnak Temple,Monument,Luxor,Sunny,7:00-15:00
316,41,Italy,Lawyer,Historic,3,72,Alexandria,Archaeological Site,Alexandria,Humid,7:00-15:00
316,41,Italy,Lawyer,Historic,3,21,Helwan Corner Museum,Museum,Cairo,Humid,09:00 AM - 05:00 PM
317,54,Spain,Pilot,Monument,3,17,Fayoum Waterwheels,Nature,Fayoum,Hot,24 Hours
317,54,Spain,Pilot,Monument,5,62,Joseph's Well,Monument,,Cool,9:00-18:00
317,54,Spain,Pilot,Monument,3,43,Heliopolis,Archaeological Site,Cairo,Windy,8:00-17:00
317,54,Spain,Pilot,Monument,3,44,Imhotep Museum,Museum,Giza,Humid,08:00 AM - 05:00 PM
317,54,Spain,Pilot,Monument,3,5,Dahab,Beach,South Sinai,Cool,9:00-18:00
317,54,Spain,Pilot,Monument,3,70,Saqqara,Archaeological Site,Giza,Humid,7:00-15:00
317,54,Spain,Pilot,Monument,4,52,Al-Saliba Street,Archaeological Site,Cairo,Sunny,7:00-15:00
317,54,Spain,Pilot,Monument,3,22,Shali village in Siwa Oasis,Archaeological Site,Matrouh,Humid,6:00-22:00
317,54,Spain,Pilot,Monument,4,13,Khan El Khalili,Market,Cairo,Hot,8:00-17:00
317,54,Spain,Pilot,Monument,5,14,Abu Simbel Temples,Monument,Aswan,Hot,6:00-22:00
318,22,KSA,Scientist,Market,3,93,Shatby,Sunken Monuments,,Sunny,24 Hours
318,22,KSA,Scientist,Market,3,18,Wadi El Rayan,Nature,Fayoum,Windy,7:00-15:00
318,22,KSA,Scientist,Market,3,102,Museum of Islamic Art,Museum,Cairo,Windy,09:00 AM - 05:00 PM
318,22,KSA,Scientist,Market,3,3,Ras Mohamed National Park,Nature,Sharm El Sheikh,Sunny,7:00-15:00
318,22,KSA,Scientist,Market,2,49,Aswan,Archaeological Site,Aswan,Sunny,7:00-15:00
318,22,KSA,Scientist,Market,3,100,Wadi Al  Jarf Port,Sunken Monuments,,Humid,8:00-17:00
318,22,KSA,Scientist,Market,3,9,El Alamein Military Museum,Museum,El Alamein,Hot,6:00-22:00
318,22,KSA,Scientist,Market,3,25,Mary’s Tree,Archaeological Site,Cairo,Mild,10:00-20:00
318,22,KSA,Scientist,Market,3,45,Graeco-Roman Museum,Museum,Alexandria,Hot,09:00 AM - 05:00 PM
318,22,KSA,Scientist,Market,5,13,Khan El Khalili,Market,Cairo,Hot,8:00-17:00
319,70,USA,Chef,Historic,3,80,The Ramesseum; The Temple of Ramses II,Monument,Luxor,Rainy,9:00-18:00
319,70,USA,Chef,Historic,3,17,Fayoum Waterwheels,Nature,Fayoum,Hot,24 Hours
319,70,USA,Chef,Historic,3,90,Royal Stelae,Monument,,Dry,8:00-17:00
319,70,USA,Chef,Historic,3,63,Al-Bahnasa Tombs,Archaeological Site,Al-Minya,Mild,8:00-17:00
319,70,USA,Chef,Historic,3,1,Giza Pyramids,Monument,Giza,Mild,24 Hours
319,70,USA,Chef,Historic,3,103,Aswan,Sunken Monuments,,Windy,7:00-15:00
319,70,USA,Chef,Historic,3,72,Alexandria,Archaeological Site,Alexandria,Humid,7:00-15:00
319,70,USA,Chef,Historic,3,28,Karnak,Archaeological Site,Luxor,Mild,24 Hours
319,70,USA,Chef,Historic,3,64,Mamoura Bay,Sunken Monuments,,Mild,24 Hours
319,70,USA,Chef,Historic,3,55,New Kingdom Cemetery in Gebel Al-Silsila,Monument,,Cool,24 Hours
320,51,France,Artist,Desert,3,47,Saint Catherine’s Monastery,Archaeological Site,South Sinai,Mild,24 Hours
320,51,France,Artist,Desert,3,108,National Museum of Egyptian Civilization(NMEC),Museum,Cairo,Cool,09:00 AM - 05:00 PM
320,51,France,Artist,Desert,3,27,Philae,Archaeological Site,Aswan,Sunny,9:00-18:00
320,51,France,Artist,Desert,3,19,Hurghada Marina,Beach,Hurghada,Rainy,24 Hours
320,51,France,Artist,Desert,3,101,Speos of Horemheb,Monument,,Windy,24 Hours
320,51,France,Artist,Desert,3,102,Museum of Islamic Art,Museum,Cairo,Windy,09:00 AM - 05:00 PM
320,51,France,Artist,Desert,5,7,Siwa Oasis,Desert,Siwa,Hot,7:00-15:00
320,51,France,Artist,Desert,3,94,Mummification Museum,Museum,Luxor,Dry,09:00 AM - 02:00 PM
320,51,France,Artist,Desert,4,70,Saqqara,Archaeological Site,Giza,Humid,7:00-15:00
320,51,France,Artist,Desert,3,5,Dahab,Beach,South Sinai,Cool,9:00-18:00
321,69,Italy,Pilot,Religious,3,35,Mosque of al-Fakahani,Monument,,Dry,9:00-18:00
321,69,Italy,Pilot,Religious,3,58,Sabil of al-Amir Shaykhu,Monument,Cairo,Mild,8:00-17:00
321,69,Italy,Pilot,Religious,3,57,Maq'ad of Mamay al-Sayfi,Monument,,Mild,8:00-17:00
321,69,Italy,Pilot,Religious,3,88,Giza Plateau,Archaeological Site,Giza,Hot,10:00-20:00
321,69,Italy,Pilot,Religious,3,76,Saadana Island,Sunken Monuments,,Windy,6:00-22:00
321,69,Italy,Pilot,Religious,3,51,Kafr El-Sheikh Museum,Museum,Kafr El-Sheikh,Humid,09:00 AM - 05:00 PM
321,69,Italy,Pilot,Religious,3,108,National Museum of Egyptian Civilization(NMEC),Museum,Cairo,Cool,09:00 AM - 05:00 PM
321,69,Italy,Pilot,Religious,2,30,The Coptic Museum,Museum,Cairo,Dry,09:00 AM - 05:00 PM
321,69,Italy,Pilot,Religious,3,91,El Hawawish,Archaeological Site,Sohag,Mild,24 Hours
321,69,Italy,Pilot,Religious,4,28,Karnak,Archaeological Site,Luxor,Mild,24 Hours
322,55,UK,Engineer,Beach,3,72,Alexandria,Archaeological Site,Alexandria,Humid,7:00-15:00
322,55,UK,Engineer,Beach,4,96,Cairo International Airport Museum - Terminal 3,Museum,Cairo,Sunny,24 Hours
322,55,UK,Engineer,Beach,3,18,Wadi El Rayan,Nature,Fayoum,Windy,7:00-15:00
322,55,UK,Engineer,Beach,3,23,The Monastery of Anba Simeon in Aswan,Monument,Aswan,Rainy,6:00-22:00
322,55,UK,Engineer,Beach,3,82,Nile Stelae,Monument,,Humid,24 Hours
322,55,UK,Engineer,Beach,3,60,Citadel Prison,Monument,,Rainy,24 Hours
322,55,UK,Engineer,Beach,3,9,El Alamein Military Museum,Museum,El Alamein,Hot,6:00-22:00
322,55,UK,Engineer,Beach,2,1,Giza Pyramids,Monument,Giza,Mild,24 Hours
322,55,UK,Engineer,Beach,3,95,Temples of Wadi al Sebua,Archaeological Site,Aswan,Hot,10:00-20:00
322,55,UK,Engineer,Beach,3,98,Gebel al-Silsila,Archaeological Site,Aswan,Hot,24 Hours
323,38,USA,Writer,Desert,3,22,Shali village in Siwa Oasis,Archaeological Site,Matrouh,Humid,6:00-22:00
323,38,USA,Writer,Desert,3,13,Khan El Khalili,Market,Cairo,Hot,8:00-17:00
323,38,USA,Writer,Desert,3,16,Montaza Palace,Historic,Alexandria,Windy,7:00-15:00
323,38,USA,Writer,Desert,3,39,Nubia Museum,Museum,Aswan,Humid,09:00 AM - 05:00 PM
323,38,USA,Writer,Desert,3,5,Dahab,Beach,South Sinai,Cool,9:00-18:00
323,38,USA,Writer,Desert,3,12,Al-Azhar Park,Nature,Cairo,Sunny,10:00-20:00
323,38,USA,Writer,Desert,3,85,Eastern Harbor,Sunken Monuments,,Dry,24 Hours
323,38,USA,Writer,Desert,3,28,Karnak,Archaeological Site,Luxor,Mild,24 Hours
323,38,USA,Writer,Desert,3,107,The Pyramid of Meidum,Monument,Beni Suef,Cool,24 Hours
323,38,USA,Writer,Desert,4,29,The Egyptian Museum,Museum,Cairo,Cool,09:00 AM - 05:00 PM
324,56,Spain,Designer,Beach,5,20,El Gouna,Beach,Hurghada,Windy,10:00-20:00
324,56,Spain,Designer,Beach,3,91,El Hawawish,Archaeological Site,Sohag,Mild,24 Hours
324,56,Spain,Designer,Beach,3,71,Cairo Citadel,Archaeological Site,Cairo,Windy,6:00-22:00
324,56,Spain,Designer,Beach,4,17,Fayoum Waterwheels,Nature,Fayoum,Hot,24 Hours
324,56,Spain,Designer,Beach,3,36,Wikala of Nafisa al-Bayda,Monument,,Windy,10:00-20:00
324,56,Spain,Designer,Beach,4,22,Shali village in Siwa Oasis,Archaeological Site,Matrouh,Humid,6:00-22:00
324,56,Spain,Designer,Beach,3,61,Hurghada Museum,Museum,Red Sea,Dry,10:00 AM - 01:00 PM
324,56,Spain,Designer,Beach,3,99,The towers Citadel of Salah al-Din Ayyubi,Monument,,Cool,10:00-20:00
324,56,Spain,Designer,Beach,3,76,Saadana Island,Sunken Monuments,,Windy,6:00-22:00
324,56,Spain,Designer,Beach,3,9,El Alamein Military Museum,Museum,El Alamein,Hot,6:00-22:00
325,39,France,Teacher,Religious,3,47,Saint Catherine’s Monastery,Archaeological Site,South Sinai,Mild,24 Hours
325,39,France,Teacher,Religious,3,60,Citadel Prison,Monument,,Rainy,24 Hours
325,39,France,Teacher,Religious,3,105,Mosque of Sulayman Pasha al-Khadim “Saraya al-Jabal mosque”,Monument,,Dry,8:00-17:00
325,39,France,Teacher,Religious,3,45,Graeco-Roman Museum,Museum,Alexandria,Hot,09:00 AM - 05:00 PM
325,39,France,Teacher,Religious,3,37,National Military Museum,Museum,Cairo,Mild,08:00 AM - 04:00 PM
325,39,France,Teacher,Religious,3,40,khonsu temple,Monument,,Mild,8:00-17:00
325,39,France,Teacher,Religious,3,42,Al-Saliba Street,Archaeological Site,Cairo,Dry,24 Hours
325,39,France,Teacher,Religious,3,84,The Architectural Complex of Prince Youssef Kamal,Monument,Qena,Humid,8:00-17:00
325,39,France,Teacher,Religious,3,66,Crocodile Museum,Museum,Aswan,Mild,07:00 AM - 09:00 PM
325,39,France,Teacher,Religious,3,80,The Ramesseum; The Temple of Ramses II,Monument,Luxor,Rainy,9:00-18:00
326,69,France,Teacher,Historic,3,1,Giza Pyramids,Monument,Giza,Mild,24 Hours
326,69,France,Teacher,Historic,3,53,Valley of the Kings,Archaeological Site,Luxor,Dry,10:00-20:00
326,69,France,Teacher,Historic,3,71,Cairo Citadel,Archaeological Site,Cairo,Windy,6:00-22:00
326,69,France,Teacher,Historic,3,11,Coptic Cairo,Religious,Cairo,Windy,24 Hours
326,69,France,Teacher,Historic,3,25,Mary’s Tree,Archaeological Site,Cairo,Mild,10:00-20:00
326,69,France,Teacher,Historic,3,58,Sabil of al-Amir Shaykhu,Monument,Cairo,Mild,8:00-17:00
326,69,France,Teacher,Historic,4,76,Saadana Island,Sunken Monuments,,Windy,6:00-22:00
326,69,France,Teacher,Historic,2,103,Aswan,Sunken Monuments,,Windy,7:00-15:00
326,69,France,Teacher,Historic,3,4,Saint Catherine's Monastery,Religious,South Sinai,Rainy,7:00-15:00
326,69,France,Teacher,Historic,3,74,Sharm al-Sheikh Museum,Museum,South Sinai,Sunny,10:00 AM - 01:00 PM
327,24,UK,Nurse,Market,3,87,Al-Fustat (Old Cairo),Archaeological Site,Cairo,Humid,10:00-20:00
327,24,UK,Nurse,Market,3,52,Al-Saliba Street,Archaeological Site,Cairo,Sunny,7:00-15:00
327,24,UK,Nurse,Market,3,97,Gayer Anderson Museum,Museum,Cairo,Sunny,09:00 AM - 05:00 PM
327,24,UK,Nurse,Market,3,9,El Alamein Military Museum,Museum,El Alamein,Hot,6:00-22:00
327,24,UK,Nurse,Market,2,79,Al Kab,Archaeological Site,Aswan,Mild,8:00-17:00
327,24,UK,Nurse,Market,3,82,Nile Stelae,Monument,,Humid,24 Hours
327,24,UK,Nurse,Market,3,98,Gebel al-Silsila,Archaeological Site,Aswan,Hot,24 Hours
327,24,UK,Nurse,Market,3,48,Qaitbay Fort,Monument,,Humid,6:00-22:00
327,24,UK,Nurse,Market,3,70,Saqqara,Archaeological Site,Giza,Humid,7:00-15:00
327,24,UK,Nurse,Market,3,34,Marsa Matrouh Museum,Museum,Matrouh,Sunny,08:00 AM - 10:00 PM
328,46,Japan,Designer,Museum,3,83,Dahshur,Archaeological Site,Giza,Dry,9:00-18:00
328,46,Japan,Designer,Museum,3,103,Aswan,Sunken Monuments,,Windy,7:00-15:00
328,46,Japan,Designer,Museum,5,30,The Coptic Museum,Museum,Cairo,Dry,09:00 AM - 05:00 PM
328,46,Japan,Designer,Museum,3,49,Aswan,Archaeological Site,Aswan,Sunny,7:00-15:00
328,46,Japan,Designer,Museum,3,52,Al-Saliba Street,Archaeological Site,Cairo,Sunny,7:00-15:00
328,46,Japan,Designer,Museum,3,11,Coptic Cairo,Religious,Cairo,Windy,24 Hours
328,46,Japan,Designer,Museum,3,84,The Architectural Complex of Prince Youssef Kamal,Monument,Qena,Humid,8:00-17:00
328,46,Japan,Designer,Museum,3,28,Karnak,Archaeological Site,Luxor,Mild,24 Hours
328,46,Japan,Designer,Museum,4,76,Saadana Island,Sunken Monuments,,Windy,6:00-22:00
328,46,Japan,Designer,Museum,3,48,Qaitbay Fort,Monument,,Humid,6:00-22:00
329,20,USA,Student,Market,2,32,Qubbat Al-Hawa Cemetery,Archaeological Site,Aswan,Rainy,7:00-15:00
329,20,USA,Student,Market,3,28,Karnak,Archaeological Site,Luxor,Mild,24 Hours
329,20,USA,Student,Market,3,81,Mosque and Sabil-Kuttab of Shaykh Ali al-Mutahhar,Monument,,Hot,6:00-22:00
329,20,USA,Student,Market,2,23,The Monastery of Anba Simeon in Aswan,Monument,Aswan,Rainy,6:00-22:00
329,20,USA,Student,Market,3,105,Mosque of Sulayman Pasha al-Khadim “Saraya al-Jabal mosque”,Monument,,Dry,8:00-17:00
329,20,USA,Student,Market,3,4,Saint Catherine's Monastery,Religious,South Sinai,Rainy,7:00-15:00
329,20,USA,Student,Market,3,52,Al-Saliba Street,Archaeological Site,Cairo,Sunny,7:00-15:00
329,20,USA,Student,Market,5,13,Khan El Khalili,Market,Cairo,Hot,8:00-17:00
329,20,USA,Student,Market,2,86,Beni Hasan,Archaeological Site,Al-Minya,Hot,6:00-22:00
329,20,USA,Student,Market,3,29,The Egyptian Museum,Museum,Cairo,Cool,09:00 AM - 05:00 PM
330,50,Spain,Student,Historic,3,27,Philae,Archaeological Site,Aswan,Sunny,9:00-18:00
330,50,Spain,Student,Historic,3,75,Cairo International Airport Museum - Terminal 2,Museum,Cairo,Windy,24 Hours
330,50,Spain,Student,Historic,3,106,Elephantine,Archaeological Site,Aswan,Sunny,8:00-17:00
330,50,Spain,Student,Historic,3,38,Muhammad Ali Palace in shubra,Monument,Cairo,Cool,24 Hours
330,50,Spain,Student,Historic,3,3,Ras Mohamed National Park,Nature,Sharm El Sheikh,Sunny,7:00-15:00
330,50,Spain,Student,Historic,3,64,Mamoura Bay,Sunken Monuments,,Mild,24 Hours
330,50,Spain,Student,Historic,3,96,Cairo International Airport Museum - Terminal 3,Museum,Cairo,Sunny,24 Hours
330,50,Spain,Student,Historic,3,45,Graeco-Roman Museum,Museum,Alexandria,Hot,09:00 AM - 05:00 PM
330,50,Spain,Student,Historic,3,22,Shali village in Siwa Oasis,Archaeological Site,Matrouh,Humid,6:00-22:00
330,50,Spain,Student,Historic,4,31,Abu Mina,Archaeological Site,Alexandria,Humid,9:00-18:00
331,31,Spain,Businessman,Desert,3,69,Royal Jewelry Museum,Museum,Alexandria,Hot,09:00 AM - 05:00 PM
331,31,Spain,Businessman,Desert,3,2,Egyptian Museum,Museum,Cairo,Sunny,10:00-20:00
331,31,Spain,Businessman,Desert,2,79,Al Kab,Archaeological Site,Aswan,Mild,8:00-17:00
331,31,Spain,Businessman,Desert,3,46,Abu Qir Bay,Sunken Monuments,,Rainy,6:00-22:00
331,31,Spain,Businessman,Desert,3,4,Saint Catherine's Monastery,Religious,South Sinai,Rainy,7:00-15:00
331,31,Spain,Businessman,Desert,3,91,El Hawawish,Archaeological Site,Sohag,Mild,24 Hours
331,31,Spain,Businessman,Desert,3,103,Aswan,Sunken Monuments,,Windy,7:00-15:00
331,31,Spain,Businessman,Desert,3,15,Alexandria Library,Museum,Alexandria,Hot,7:00-15:00
331,31,Spain,Businessman,Desert,4,90,Royal Stelae,Monument,,Dry,8:00-17:00
331,31,Spain,Businessman,Desert,3,86,Beni Hasan,Archaeological Site,Al-Minya,Hot,6:00-22:00
332,38,UK,Accountant,Religious,3,46,Abu Qir Bay,Sunken Monuments,,Rainy,6:00-22:00
332,38,UK,Accountant,Religious,3,32,Qubbat Al-Hawa Cemetery,Archaeological Site,Aswan,Rainy,7:00-15:00
332,38,UK,Accountant,Religious,3,21,Helwan Corner Museum,Museum,Cairo,Humid,09:00 AM - 05:00 PM
332,38,UK,Accountant,Religious,3,103,Aswan,Sunken Monuments,,Windy,7:00-15:00
332,38,UK,Accountant,Religious,3,60,Citadel Prison,Monument,,Rainy,24 Hours
332,38,UK,Accountant,Religious,3,108,National Museum of Egyptian Civilization(NMEC),Museum,Cairo,Cool,09:00 AM - 05:00 PM
332,38,UK,Accountant,Religious,5,4,Saint Catherine's Monastery,Religious,South Sinai,Rainy,7:00-15:00
332,38,UK,Accountant,Religious,3,9,El Alamein Military Museum,Museum,El Alamein,Hot,6:00-22:00
